City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,boende,-0.2167,20.8667,22.25,83,9,1.07,CD,1721965307
364,suva,-18.1416,178.4415,26.71,65,40,6.69,FJ,1721965308
365,bayanhongor,46.7167,100.1167,20.4,36,47,0.88,MN,1721965309
366,santa ana,33.7456,-117.8678,30.14,60,0,3.09,US,1721965298
367,lake havasu city,34.4839,-114.3224,44.0,13,3,2.06,US,1721965312
368,turochak,52.2576,87.1224,26.32,55,42,1.4,RU,1721965313
369,mpulungu,-8.7623,31.1141,18.3,32,51,2.8,ZM,1721965314
370,achit,56.7985,57.8994,10.31,96,100,6.2,RU,1721965315
371,labrador city,52.9463,-66.9114,10.95,87,100,1.03,CA,1721965316
372,khorramabad,33.4878,48.3558,21.79,30,0,2.06,IR,1721965317
373,miastko,54.0028,16.9826,11.82,87,57,1.68,PL,1721965319
374,osa,57.2829,55.4567,13.17,74,100,5.23,RU,1721965320
375,hausjarvi,60.7833,24.9333,19.51,87,26,0.41,FI,1721965321
376,grevenmacher,49.6747,6.4419,19.48,77,75,2.57,LU,1721965322
377,buala,-8.145,159.5921,28.48,77,87,5.29,SB,1721965323
378,happy valley-goose bay,53.3168,-60.3315,15.17,94,100,3.09,CA,1721965325
379,vetschau,51.7833,14.0667,14.29,69,80,2.6,DE,1721965326
380,kindu,-2.95,25.95,20.53,64,1,0.18,CD,1721965327
381,mikun',62.3547,50.0771,15.09,53,100,2.32,RU,1721965328
382,salinopolis,-0.6136,-47.3561,25.97,87,19,4.44,BR,1721965329
383,mugia,43.1041,-9.2179,17.73,92,22,3.25,ES,1721965330
384,suklayin,15.7574,121.5503,32.32,61,100,2.51,PH,1721965332
385,lospalos,-8.5186,127.0025,26.22,70,89,4.48,TL,1721965333
386,portland,45.5234,-122.6762,21.48,57,0,3.13,US,1721965232
387,talnakh,69.4865,88.3972,18.81,55,100,1.54,RU,1721965335
388,illapel,-31.6308,-71.1653,10.15,64,0,0.95,CL,1721965336
389,hakui,36.8833,136.7833,36.25,67,100,2.95,JP,1721965337
390,saguenay,48.4168,-71.0657,18.06,81,75,5.66,CA,1721965339
391,weno,7.4515,151.8468,30.97,79,75,2.06,FM,1721965341
392,petauke,-14.2426,31.3253,14.54,28,0,1.54,ZM,1721965343
393,tsiombe,-25.3,45.4833,16.91,86,0,2.34,MG,1721965345
394,toliara,-23.35,43.6667,19.29,84,45,1.2,MG,1721965346
395,kristiansund,63.1115,7.732,15.36,89,75,0.0,NO,1721965347
396,beyneu,45.3167,55.2,25.87,33,2,3.66,KZ,1721965348
397,sohar,24.3643,56.7468,38.01,13,28,3.09,OM,1721965349
398,mana,5.6592,-53.7767,25.52,88,85,3.75,GF,1721965351
399,severo-yeniseyskiy,60.3725,93.0408,27.24,42,49,1.14,RU,1721965352
400,sriramnagar,17.2665,78.2554,23.8,88,75,6.17,IN,1721965353
401,taco pozo,-25.6167,-63.2833,18.92,42,100,0.83,AR,1721965354
402,shengli,37.4564,118.4856,24.4,97,100,3.0,CN,1721965355
403,forster,-32.1667,152.5167,16.83,81,87,1.33,AU,1721965356
404,boryeong,36.3493,126.5977,32.98,79,100,5.34,KR,1721965358
405,qamdo,31.1667,97.2333,17.84,49,100,1.34,CN,1721965359
406,lianran,24.9227,102.485,26.3,57,100,1.78,CN,1721965360
407,nova sintra,14.8667,-24.7167,25.44,82,32,1.31,CV,1721965361
408,newman,37.3138,-121.0208,34.13,48,0,0.45,US,1721965362
409,lichinga,-13.3128,35.2406,13.05,71,0,2.06,MZ,1721965363
410,betio village,1.358,172.9211,30.02,73,83,4.86,KI,1721965365
411,qazvin,36.2797,50.0049,20.79,73,0,1.03,IR,1721965366
412,turpan,42.9333,89.1667,40.76,15,85,1.55,CN,1721965367
413,tegueste,28.5167,-16.3167,26.16,27,0,5.66,ES,1721965368
414,ankang,32.68,109.0172,32.85,58,6,1.11,CN,1721965369
415,gaitania,3.0906,-75.6723,14.06,86,80,2.76,CO,1721965371
416,mali,12.079,-12.2982,15.73,98,100,1.84,GN,1721965372
417,kingston,17.997,-76.7936,28.53,79,20,1.54,JM,1721965373
418,maumere,-8.6199,122.2111,27.5,77,72,3.82,ID,1721965374
419,polyarnyy,69.1989,33.4478,18.22,73,6,2.26,RU,1721965375
420,lazaro cardenas,17.9583,-102.2,27.44,78,94,1.4,MX,1721965377
421,kirakira,-10.4544,161.9205,27.9,76,74,5.32,SB,1721965378
422,pasuquin,18.3328,120.6177,26.97,100,100,10.29,PH,1721965379
423,oriximina,-1.7656,-55.8661,23.47,95,36,1.87,BR,1721965380
424,horta,38.5333,-28.6333,23.34,95,23,3.58,PT,1721965381
425,fale old settlement,-9.3852,-171.2468,28.96,68,83,4.76,TK,1721965383
426,vangaindrano,-23.35,47.6,16.69,70,0,2.07,MG,1721965384
427,kirensk,57.7853,108.1119,29.23,48,100,0.84,RU,1721965385
428,bad reichenhall,47.7333,12.8833,16.35,88,22,3.09,DE,1721965386
429,usogorsk,63.4106,48.6872,15.11,56,94,2.5,RU,1721965387
430,colonia,50.9333,6.95,19.51,84,100,1.54,DE,1721965245
431,rio preto da eva,-2.6994,-59.6997,24.43,76,24,1.51,BR,1721965390
432,sokolow podlaski,52.4068,22.2531,15.21,95,98,2.79,PL,1721965391
433,ventnor,50.5948,-1.2037,14.68,96,94,0.89,GB,1721965392
434,harar,9.3094,42.1258,15.53,87,87,3.53,ET,1721965393
435,nova olinda do norte,-3.8881,-59.0942,25.66,69,52,0.94,BR,1721965394
436,borkum,53.5809,6.6915,18.86,98,100,7.13,DE,1721965396
437,upington,-28.4478,21.2561,2.21,41,0,2.06,ZA,1721965397
438,yeppoon,-23.1333,150.7333,23.88,65,72,4.36,AU,1721965398
439,kruisfontein,-34.0033,24.7314,10.87,49,0,5.07,ZA,1721965399
440,'ain el hadjar,34.7585,0.1453,23.63,28,96,4.75,DZ,1721965400
441,olyokminsk,60.3736,120.4264,35.93,28,89,1.76,RU,1721965402
442,leesville,31.1435,-93.261,23.24,100,100,1.54,US,1721965403
443,kemijarvi,66.7131,27.4306,18.61,63,74,3.32,FI,1721965404
444,ivanivka,46.7208,34.553,22.23,59,99,2.96,UA,1721965405
445,somerset east,-32.7217,25.588,9.16,37,0,3.97,ZA,1721965406
446,smithers,54.7804,-127.1743,20.18,40,75,4.12,CA,1721965407
447,constantia,44.1833,28.65,19.38,83,100,5.79,RO,1721965409
448,yangjiang,21.85,111.9667,32.08,73,97,2.5,CN,1721965410
449,bac lieu,9.285,105.7244,29.11,74,100,5.45,VN,1721965411
450,touros,-5.1989,-35.4608,21.35,88,21,4.09,BR,1721965412
451,smidovich,48.6,133.8167,24.25,65,100,4.2,RU,1721965415
452,alpinopolis,-20.8636,-46.3881,13.36,61,0,0.66,BR,1721965416
453,cockburn town,21.4612,-71.1419,28.67,84,97,9.59,TC,1721965417
454,sona,45.4388,10.8255,24.75,67,40,1.54,IT,1721965418
455,imbituba,-28.24,-48.6703,18.25,86,27,2.72,BR,1721965419
456,cambria,35.5641,-121.0808,15.68,80,10,0.98,US,1721965421
457,harstad,68.799,16.5293,19.02,83,100,2.17,NO,1721965422
458,fillmore,43.6666,-92.1002,20.27,88,0,3.09,US,1721965423
459,santa marta,11.2408,-74.199,27.72,83,40,1.34,CO,1721965424
460,murghob,38.1702,73.9667,12.66,39,4,1.17,TJ,1721965425
461,rumonge,-3.9736,29.4386,21.46,46,23,1.21,BI,1721965426
462,casper,42.8666,-106.3131,26.33,31,0,2.57,US,1721965428
463,tazacorte,28.629,-17.9293,21.54,88,20,5.66,ES,1721965429
464,richards bay,-28.783,32.0377,13.47,83,21,2.67,ZA,1721965430
465,belyy yar,53.6039,91.3903,27.94,54,0,1.0,RU,1721965431
466,laminusa,5.5549,120.9136,28.55,77,84,3.65,PH,1721965432
467,marondera,-18.1853,31.5519,8.2,47,0,2.11,ZW,1721965434
468,kidal,18.4411,1.4078,29.37,48,74,7.24,ML,1721965435
469,leticia,-4.2153,-69.9406,24.03,100,20,1.03,CO,1721965436
470,mandalgovi,45.7625,106.2708,19.91,56,74,6.77,MN,1721965437
471,yarmouth,41.7057,-70.2286,22.79,84,20,4.47,US,1721965438
472,alo,6.5486,4.2686,23.96,91,98,4.08,NG,1721965439
473,tibiri,13.5627,7.0485,25.78,78,47,5.99,NE,1721965441
474,mufumbwe,-13.6833,24.8,10.19,31,0,1.1,ZM,1721965442
475,puerto baquerizo moreno,-0.9,-89.6,20.33,82,46,5.5,EC,1721965443
476,mahdia,35.5047,11.0622,23.97,66,0,2.25,TN,1721965444
477,katabu,-4.9333,122.5167,28.65,74,48,3.15,ID,1721965445
478,todi,42.7799,12.4046,21.58,67,0,1.07,IT,1721965447
479,preobrazheniye,42.9019,133.9064,17.37,98,100,4.48,RU,1721965448
480,urzhar,47.093,81.6294,32.47,24,5,1.42,KZ,1721965449
481,sanibel,26.449,-82.0223,27.25,91,75,1.38,US,1721965450
482,demopolis,32.5176,-87.8364,24.97,88,0,0.0,US,1721965202
483,piney green,34.716,-77.3202,24.38,97,100,0.0,US,1721965452
484,tashtyp,52.7939,89.8983,21.44,82,99,0.73,RU,1721965454
485,labytnangi,66.6572,66.4183,11.99,64,100,0.28,RU,1721965455
486,zeya,53.75,127.2667,30.36,40,1,1.76,RU,1721965456
487,tucuma,-0.1833,-50.05,25.26,91,25,2.98,BR,1721965458
488,las tablas,7.7667,-80.2833,26.21,99,100,1.74,PA,1721965461
489,havre,49.5833,0.3333,16.87,88,100,4.63,FR,1721965462
490,los llanos de aridane,28.6585,-17.9182,19.86,88,20,5.66,ES,1721965463
491,thunder bay,48.4001,-89.3168,14.99,94,75,1.54,CA,1721965464
492,aksu,41.1231,80.2644,31.75,27,72,2.47,CN,1721965465
493,uglegorsk,49.0833,142.0333,17.05,77,56,2.93,RU,1721965467
494,misratah,32.3754,15.0925,24.91,77,0,1.7,LY,1721965468
495,port-vila,-17.7338,168.3219,24.78,61,40,5.14,VU,1721965469
496,palopo,-2.9996,120.1921,28.0,74,54,2.0,ID,1721965215
497,dahab,28.501,34.5134,31.94,45,2,0.36,EG,1721965471
498,oranjemund,-28.55,16.4333,10.77,89,1,1.38,NA,1721965472
499,krasnyy yar,46.5331,48.3456,24.96,30,0,3.2,RU,1721965474
500,sambava,-14.2667,50.1667,19.6,83,42,2.21,MG,1721965475
501,vila do maio,15.1333,-23.2167,26.44,85,100,3.3,CV,1721965476
502,korem,12.5058,39.5228,14.42,82,100,1.17,ET,1721965477
503,palmer,42.1584,-72.3287,20.34,76,46,3.47,US,1721965329
504,tommot,58.9564,126.2925,32.19,39,47,2.32,RU,1721965479
505,kosh-agach,50.0,88.6667,20.64,46,21,1.43,RU,1721965481
506,al-hamdaniya,36.2715,43.3737,31.84,37,0,4.17,IQ,1721965482
507,bajos de haina,18.4154,-70.0332,27.34,89,75,0.0,DO,1721965484
508,sinazongwe,-17.2614,27.4618,16.55,35,0,2.0,ZM,1721965485
509,iquique,-20.2208,-70.1431,15.02,82,2,0.1,CL,1721965487
510,ceeldheer,3.8488,47.1806,24.5,80,100,7.52,SO,1721965488
511,malanje,-9.5402,16.341,14.24,23,0,0.83,AO,1721965489
512,santa cruz,-17.8,-63.1667,22.7,73,30,2.57,BO,1721965490
513,castro,-24.7911,-50.0119,13.0,65,13,1.18,BR,1721965491
514,kamaishi,39.2667,141.8833,24.78,86,100,1.59,JP,1721965492
515,torghay,49.6339,63.4981,20.14,60,34,9.83,KZ,1721965494
516,tolanaro,-25.0319,46.9987,18.04,88,40,0.0,MG,1721965495
517,las khorey,11.1595,48.1967,31.85,57,29,5.78,SO,1721965496
518,jolo,6.05,121.0167,31.58,63,96,2.09,PH,1721965497
519,fort bragg,35.139,-79.006,24.55,96,100,0.0,US,1721965498
520,nouadhibou,20.931,-17.0347,21.02,91,0,5.9,MR,1721965500
521,inirida,3.8653,-67.9239,22.82,98,91,1.11,CO,1721965501
522,hadibu,12.65,54.0333,26.2,78,100,12.57,YE,1721965502
523,lakhipur,26.0299,90.3041,31.95,75,91,3.17,IN,1721965503
524,ketchikan,55.3422,-131.6461,16.99,77,100,2.06,US,1721965302
525,ippy,6.2679,21.2247,19.99,99,99,2.11,CF,1721965505
526,lishu,43.3047,124.3278,23.1,97,100,4.53,CN,1721965507
527,mitchell,43.7094,-98.0298,25.99,87,0,6.17,US,1721965508
528,miri,4.4148,114.0089,34.08,59,20,1.03,MY,1721965509
529,narrabri,-30.3167,149.7833,20.29,72,56,0.89,AU,1721965510
530,quellon,-43.1167,-73.6167,4.68,88,29,3.88,CL,1721965511
531,shimokizukuri,40.8061,140.3861,26.96,76,99,2.5,JP,1721965513
532,jiuquan,39.7432,98.5174,32.38,17,99,4.27,CN,1721965514
533,zharkent,44.1628,80.0,32.08,28,11,3.17,KZ,1721965515
534,petropolis,59.8944,30.2642,20.03,85,12,0.0,RU,1721965497
535,kansk,56.2017,95.7175,26.91,53,9,4.19,RU,1721965517
536,xining,36.6167,101.7667,23.8,47,88,3.5,CN,1721965518
537,north bondi,-33.8824,151.2769,21.19,48,0,4.63,AU,1721965520
538,al jawf,29.5,38.75,25.65,39,3,1.03,SA,1721965521
539,cabedelo,-6.9811,-34.8339,22.37,80,26,5.74,BR,1721965522
540,yaren,-0.5472,166.916,28.64,71,97,2.36,NR,1721965523
541,saudarkrokur,65.7461,-19.6394,9.04,98,100,3.04,IS,1721965524
542,lorengau,-2.0226,147.2712,28.38,76,100,1.88,PG,1721965525
543,skhira,34.2992,10.07,22.82,64,0,3.33,TN,1721965527
544,zhangzhou,24.5133,117.6556,26.96,93,100,2.29,CN,1721965528
545,antonio enes,-16.2325,39.9086,16.95,78,0,2.05,MZ,1721965529
546,holdrege,40.4403,-99.3698,24.79,68,0,3.27,US,1721965530
547,peace river,56.2501,-117.286,13.17,94,100,5.66,CA,1721965531
548,fada,7.25,4.0667,21.6,99,87,1.09,NG,1721965533
549,egilsstadir,65.2653,-14.3948,8.95,93,100,1.54,IS,1721965534
550,hastings,50.8552,0.5729,14.95,88,100,4.11,GB,1721965535
551,uruguaiana,-29.7547,-57.0883,14.66,68,100,3.2,BR,1721965536
552,lushun,38.8,121.2667,27.12,97,100,2.07,CN,1721965537
553,ullal,12.8,74.85,26.53,100,100,4.12,IN,1721965538
554,kulhudhuffushi,6.6221,73.07,29.0,77,100,5.32,MV,1721965540
555,wabag,-5.4781,143.7021,18.45,86,70,1.6,PG,1721965541
556,glucksburg,54.8333,9.55,16.12,94,100,6.69,DE,1721965542
557,namanga,-2.5433,36.7905,16.81,85,100,1.14,KE,1721965543
558,bridgeport,41.167,-73.2048,22.47,71,0,2.06,US,1721965544
559,isangel,-19.55,169.2667,25.06,61,40,5.14,VU,1721965546
560,margate,51.3813,1.3862,14.94,89,100,5.11,GB,1721965547
561,tangalle,6.024,80.7911,31.09,65,100,6.02,LK,1721965548
562,yanchep,-31.55,115.6833,18.86,68,33,3.57,AU,1721965549
563,puerto lempira,15.2667,-83.7667,26.7,91,100,4.03,HN,1721965550
564,lensk,60.7253,114.9278,30.26,51,100,2.69,RU,1721965552
565,broome,42.2506,-75.833,15.92,69,7,1.18,US,1721965553
566,sao felix do xingu,-6.6447,-51.995,22.06,51,39,1.3,BR,1721965555
567,surman,32.7567,12.5716,25.72,61,0,2.25,LY,1721965556
568,raja,8.4596,25.678,20.83,93,96,2.18,SS,1721965558
569,aleg,17.0481,-13.9209,28.82,65,37,6.76,MR,1721965559
570,chiroqchi,39.0336,66.5722,37.0,14,1,0.91,UZ,1721965560
571,meulaboh,4.1363,96.1285,29.72,69,80,2.84,ID,1721965561
572,dongola,19.1667,30.4833,32.74,41,85,7.72,SD,1721965562
573,guerrero negro,27.9769,-114.0611,20.28,87,2,6.68,MX,1721965563
574,pangody,65.85,74.4859,15.05,68,85,2.7,RU,1721965565
575,port augusta,-32.5,137.7667,18.29,33,0,7.14,AU,1721965566
